refcode,total_charge,multiplicity,HOMO_Ha,LUMO_Ha,gap_Ha,dipole_moment_Debye
PUMKIR,0,1,-0.19944,-0.08664,0.1128,8.3582
PUMKOX,1,1,-0.32208,-0.20107,0.12101,11.7143
PUMKUD,1,1,-0.33401,-0.21642,0.11759,7.9479
PUMLEO,0,1,-0.19265,-0.06975,0.1229,6.238
PUPHOZ,0,1,-0.17514,-0.09869,0.07645,1.5793
PUPHUF,0,1,-0.17139,-0.09773,0.07366,2.684
PUPJAN,0,1,-0.18318,-0.10661,0.07657,7.4511
PUSXEH,1,1,-0.33573,-0.23696,0.09877,8.0067
PUTKAS,0,1,-0.19466,-0.12267,0.07199,8.8445
PUTKEW,0,1,-0.19051,-0.10714,0.08337,10.6111
PUVLEY,0,1,-0.18468,-0.04992,0.13476,5.9883
PUVLIC,0,1,-0.18401,-0.08443,0.09958,4.9238
QACLAJ,0,1,-0.19057,-0.07553,0.11504,6.999
QACLEN,0,1,-0.1852,-0.06617,0.11903,2.8392
QAJDEN,0,1,-0.1548,-0.061,0.0938,9.1577
QAJDIR,0,1,-0.15444,-0.06092,0.09352,9.5075
QAJDOX,0,1,-0.16632,-0.06741,0.09891,5.1623
QAJRAX,0,1,-0.15117,-0.05742,0.09375,10.7178
QAJREB,0,1,-0.15131,-0.05767,0.09364,10.6725
QAKHUF,0,1,-0.17388,-0.08117,0.09271,0.4581
QAKJER,0,1,-0.1706,-0.07667,0.09393,3.148
QAKJIV,0,1,-0.17509,-0.07983,0.09526,0.3899
QAKJUH,0,1,-0.17027,-0.07534,0.09493,3.1474
QAKLET,0,1,-0.16593,-0.08559,0.08034,0.349
QAKPIE,1,1,-0.2692,-0.15087,0.11833,3.8272
QAKPUQ,1,1,-0.27496,-0.16921,0.10575,2.3092
QAKYOT,1,1,-0.31413,-0.17322,0.14091,6.815
QAKYUZ,1,1,-0.2821,-0.17089,0.11121,3.9897
QAKZEK,1,1,-0.30318,-0.17767,0.12551,2.623
QAMTUV,0,1,-0.16403,-0.06681,0.09722,3.5869
QAPJEZ,0,1,-0.19157,-0.11508,0.07649,8.9922
QAPLUQ,0,1,-0.17931,-0.07584,0.10347,6.2259
QAPXAH,0,1,-0.1681,-0.09307,0.07503,4.7863
QAPXIP,0,1,-0.1706,-0.09006,0.08054,7.4673
QAQTOS,0,1,-0.18743,-0.04546,0.14197,0.0075
QATLII,1,1,-0.28384,-0.19152,0.09232,7.4269
QAVDID,0,1,-0.16988,-0.05299,0.11689,5.8142
QAVDOJ,0,1,-0.17186,-0.0563,0.11556,5.5411
QAVNIM,1,1,-0.29838,-0.1772,0.12118,6.2069
QAVNOS,1,1,-0.29501,-0.1764,0.11861,5.552
QAWKAC,0,1,-0.18183,-0.09129,0.09054,3.9829
QAWQOX,0,1,-0.14829,-0.08964,0.05865,2.1304
QAWQUD,0,1,-0.21196,-0.10356,0.1084,0.0002
QAWSEN,1,1,-0.28426,-0.13991,0.14435,2.3117
QAWVAO,0,1,-0.14971,-0.04064,0.10907,1.6647
QAWYAP,0,1,-0.17185,-0.05459,0.11726,6.0645
QAXHON,0,1,-0.24506,-0.14811,0.09695,13.1624
QAXLAE,0,1,-0.19636,-0.07902,0.11734,5.9959
QAXLEI,0,1,-0.19825,-0.08473,0.11352,5.8589
QAXLUY,0,1,-0.16616,-0.06673,0.09943,0.333
QAXMAF,0,1,-0.16592,-0.06338,0.10254,1.4651
QAXMEJ,0,1,-0.15863,-0.06011,0.09852,3.2398
QAXMIN,0,1,-0.15816,-0.05935,0.09881,3.26
QAXMOT,0,1,-0.15906,-0.06028,0.09878,2.8778
QAXMUZ,0,1,-0.16131,-0.05986,0.10145,2.0514
QAXNAG,0,1,-0.16417,-0.06797,0.0962,0.7885
QAXNEK,0,1,-0.16994,-0.06626,0.10368,0.333
QAXNIO,0,1,-0.16883,-0.06524,0.10359,0.7932
QAXNOU,0,1,-0.16409,-0.06222,0.10187,2.0065
QAXNUA,0,1,-0.16976,-0.06534,0.10442,0.8072
QAYDOM,0,1,-0.19879,-0.08128,0.11751,8.2866
QAYROX,0,1,-0.17441,-0.1087,0.06571,11.9493
QAYRUD,0,1,-0.17993,-0.11162,0.06831,11.2684
QAZWOD,0,1,-0.18069,-0.06785,0.11284,4.058
QEBPES,0,1,-0.1816,-0.10199,0.07961,11.0834
QEBXUS,0,1,-0.18502,-0.0891,0.09592,0.0434
QEHTAB,0,1,-0.19585,-0.13104,0.06481,11.2038
QEJKOG,0,1,-0.21643,-0.10734,0.10909,6.6814
QEJVAE,0,1,-0.20915,-0.11273,0.09642,23.676
QEJVOQ,0,1,-0.15426,-0.06852,0.08574,2.4407
QEKRIK,0,1,-0.24753,-0.14637,0.10116,10.4918
QEPWEO,0,1,-0.20246,-0.03126,0.1712,9.3175
QEPYIW,0,1,-0.17525,-0.05739,0.11786,4.2664
QERPAE,0,1,-0.18806,-0.05338,0.13468,4.8756
QEVQOX,0,1,-0.17165,-0.11019,0.06146,10.6679
QEWDEC,0,1,-0.15209,-0.08544,0.06665,7.6283
QEWKEK,0,1,-0.1964,-0.09293,0.10347,9.5281
QEWZUN,0,1,-0.21063,-0.05236,0.15827,0.0483
QEYTOG,1,1,-0.2806,-0.1806,0.1,4.4368
QEYYEZ,0,1,-0.19443,-0.10048,0.09395,8.4925
QIBFIQ,0,1,-0.16828,-0.09459,0.07369,20.1052
QIBPID,0,1,-0.14285,-0.11169,0.03116,16.6711
QICTII,1,1,-0.27598,-0.18168,0.0943,5.7236
QIDBEM,0,1,-0.15489,-0.04431,0.11058,4.502
QIDKIZ,0,1,-0.23068,-0.14733,0.08335,9.427
QIDLOG,1,1,-0.32339,-0.21274,0.11065,8.8625
QIDLUM,1,1,-0.32193,-0.21291,0.10902,9.7318
QIDQOL,0,1,-0.16506,-0.05941,0.10565,2.629
QIDWUX,0,1,-0.19052,-0.07365,0.11687,1.737
QIFRAA,0,1,-0.18526,-0.04888,0.13638,3.5655
QIGPIF,0,1,-0.20016,-0.09306,0.1071,5.7314
QIGPOL,0,1,-0.18783,-0.07198,0.11585,2.1811
QIGQOM,0,1,-0.18324,-0.07125,0.11199,2.2915
QIGQUS,0,1,-0.17521,-0.07171,0.1035,2.9789
QIGSUW,0,1,-0.2013,-0.03139,0.16991,6.4745
QIHKIB,0,1,-0.1764,-0.11034,0.06606,16.9931
QIHKOH,0,1,-0.16961,-0.11651,0.0531,19.0558
QIHWEL,1,1,-0.28026,-0.16878,0.11148,7.4981
QIHWUB,1,1,-0.29486,-0.16547,0.12939,12.4652
QIHYAJ,0,1,-0.18929,-0.09744,0.09185,3.1885
QIJDIY,0,1,-0.16306,-0.0755,0.08756,4.9252
QIJWUE,0,1,-0.16925,-0.09867,0.07058,1.3144
QIKDEV,0,1,-0.18495,-0.11025,0.0747,3.1051
QIKFEX,0,1,-0.18139,-0.10428,0.07711,4.7419
QINDUO,0,1,-0.20339,-0.09134,0.11205,6.5224
QIPCEZ,0,1,-0.17548,-0.09371,0.08177,14.1868
QIQLIN,0,1,-0.19522,-0.09145,0.10377,6.3347
QIQLOT,0,1,-0.18686,-0.08464,0.10222,1.9285
QIVRIX,1,1,-0.35248,-0.2348,0.11768,9.2923
QIWHUB,1,1,-0.28942,-0.20313,0.08629,12.9395
QIWJAJ,1,1,-0.2908,-0.20493,0.08587,10.6602
QIWJIR,1,1,-0.29128,-0.20573,0.08555,10.3676
QIXZUV,0,1,-0.19372,-0.08642,0.1073,3.0752
QIYYED,0,1,-0.18061,-0.11478,0.06583,0.0259
QIYYIH,0,1,-0.16978,-0.10548,0.0643,0.4649
QIYYON,0,1,-0.18267,-0.11435,0.06832,0.1794
QIZMEU,1,1,-0.30204,-0.19353,0.10851,1.3325
QIZQOF,0,1,-0.2228,-0.07809,0.14471,9.5592
QIZTAX,1,1,-0.25595,-0.17577,0.08018,5.0098
QOBFAR,0,1,-0.20186,-0.13152,0.07034,15.8608
QOBFEV,0,1,-0.21707,-0.12864,0.08843,15.397
QOBFIZ,0,1,-0.21586,-0.13059,0.08527,15.5688
QOBFOF,0,1,-0.21746,-0.13204,0.08542,15.4849
QOBTIN,0,1,-0.17408,-0.07588,0.0982,0.0027
QOBTOT,0,1,-0.17324,-0.07377,0.09947,0.0097
QOBTUZ,0,1,-0.17451,-0.07154,0.10297,0.011
QOCJAW,1,1,-0.30924,-0.17423,0.13501,8.684
QOCLAY,0,1,-0.1726,-0.08836,0.08424,0.2254
QOCZOX,0,1,-0.1721,-0.06311,0.10899,2.196
QOCZUD,0,1,-0.16966,-0.06025,0.10941,1.5511
QODQIM,0,1,-0.1956,-0.09465,0.10095,8.9214
QODQOS,0,1,-0.20138,-0.09816,0.10322,8.4804
QODRAF,0,1,-0.21909,-0.09324,0.12585,7.8051
QODREJ,0,1,-0.21931,-0.09574,0.12357,8.2313
QOHGEZ,0,1,-0.17694,-0.09546,0.08148,0.2726
QOHHAW,0,1,-0.18219,-0.10142,0.08077,3.6584
QOHVEP,0,1,-0.19578,-0.13345,0.06233,11.1095
QOHZOC,0,1,-0.16627,-0.08171,0.08456,10.9732
QOHZUI,0,1,-0.1634,-0.05458,0.10882,9.8808
QOJDUQ,0,1,-0.17932,-0.09411,0.08521,13.0727
QOJRUD,1,1,-0.27713,-0.19486,0.08227,7.9195
QOJSAK,1,1,-0.2681,-0.18088,0.08722,5.9647
QOKJOR,1,1,-0.28243,-0.18231,0.10012,5.3543
QOLJAE,0,1,-0.21085,-0.08797,0.12288,6.8684
QOLKAE,0,1,-0.19633,-0.07896,0.11737,6.0184
QOMFOP,1,1,-0.28415,-0.1836,0.10055,7.1648
QOMJOT,0,1,-0.18048,-0.10638,0.0741,6.6681
QONHAD,0,1,-0.18912,-0.07731,0.11181,6.5564
QOPGUY,0,1,-0.21277,-0.09408,0.11869,8.4327
QOPKAJ,0,1,-0.18745,-0.07245,0.115,5.9681
QOPKEN,0,1,-0.1968,-0.07682,0.11998,12.605
QOPKIR,0,1,-0.19979,-0.07824,0.12155,12.1459
QOPKOX,0,1,-0.19745,-0.07501,0.12244,12.151
QOPLAK,0,1,-0.19524,-0.07636,0.11888,10.6623
QOPLEO,0,1,-0.18939,-0.0739,0.11549,10.7514
QOPLIS,0,1,-0.20165,-0.08081,0.12084,14.2202
QOPMIT,0,1,-0.18998,-0.08607,0.10391,6.2605
QOPNIU,0,1,-0.17834,-0.09688,0.08146,0.0006
QOQGUY,0,1,-0.17452,-0.08341,0.09111,1.3925
QOQHEJ,0,1,-0.1821,-0.09512,0.08698,6.0041
QOQHIN,0,1,-0.17351,-0.08021,0.0933,0.4802
QOQJAH,0,1,-0.17374,-0.07982,0.09392,0.435
QORJUD,1,1,-0.29147,-0.13959,0.15188,0.1853
QORLEP,0,1,-0.18287,-0.07172,0.11115,3.0999
QOSBAB,0,1,-0.20404,-0.11737,0.08667,10.2258
QOSQUL,0,1,-0.17975,-0.08838,0.09137,0.0019
QOTBUX,0,1,-0.18204,-0.08417,0.09787,0.1282
QOTTAW,1,1,-0.30975,-0.21749,0.09226,9.4796
QOWZAF,0,1,-0.17271,-0.0701,0.10261,1.8408
QOXKOF,0,1,-0.13059,-0.03765,0.09294,9.1925
QOXKUL,0,1,-0.14125,-0.04516,0.09609,10.4209
QOXTON,0,1,-0.16693,-0.0931,0.07383,0.0342
QOZBEO,0,1,-0.19776,-0.06719,0.13057,9.2232
QOZBIS,0,1,-0.19793,-0.06842,0.12951,8.5387
QOZBOY,0,1,-0.20334,-0.07681,0.12653,9.0799
QOZNIE,0,1,-0.20121,-0.0894,0.11181,0.5021
QOZNOK,0,1,-0.19785,-0.08315,0.1147,2.1411
QOZNUQ,0,1,-0.20634,-0.09065,0.11569,0.9846
QOZYEL,1,1,-0.30603,-0.12062,0.18541,0.9419
QUBXAO,1,1,-0.31086,-0.16976,0.1411,6.27
QUBXES,0,1,-0.17008,-0.0485,0.12158,3.6088
QUBXIW,1,1,-0.30269,-0.17609,0.1266,3.4164
QUBXOC,1,1,-0.33402,-0.20005,0.13397,1.9833
QUBXUI,1,1,-0.30844,-0.16806,0.14038,4.2819
QUBYAP,0,1,-0.17179,-0.04868,0.12311,3.0296
QUBYET,0,1,-0.1989,-0.05634,0.14256,5.2404
QUBYUJ,0,1,-0.19686,-0.05475,0.14211,5.6882
QUDVIV,0,1,-0.19435,-0.10503,0.08932,8.721
QUGBEA,0,1,-0.1724,-0.08548,0.08692,3.2343
QUGGOP,1,1,-0.29903,-0.14547,0.15356,6.6774
QUGHOP,0,1,-0.18276,-0.11064,0.07212,9.0246
QUGMEL,1,1,-0.24897,-0.14783,0.10114,7.3448
QUJCUU,1,1,-0.30397,-0.18806,0.11591,6.5487
QUJPIV,0,1,-0.19782,-0.08963,0.10819,0.014
QUKWEZ,0,1,-0.1616,-0.07441,0.08719,2.4398
QULDUX,0,1,-0.20021,-0.08494,0.11527,0.3339
QULFAF,0,1,-0.19686,-0.07816,0.1187,3.0543
QULFIN,0,1,-0.18176,-0.12747,0.05429,23.4116
QUMFOT,0,1,-0.1848,-0.09679,0.08801,0.1469
QUMROH,0,1,-0.17937,-0.07273,0.10664,1.9561
QUMRUN,0,1,-0.18269,-0.07557,0.10712,3.7566
QUMSAU,0,1,-0.1774,-0.07094,0.10646,1.4241
QUMSEY,0,1,-0.18735,-0.08188,0.10547,4.3936
QUQMOE,0,1,-0.22477,-0.10088,0.12389,8.2807
QUQYAC,0,1,-0.18397,-0.10547,0.0785,0.9508
QURSAZ,1,1,-0.33258,-0.22226,0.11032,4.7496
QURSED,1,1,-0.31664,-0.21235,0.10429,7.8278
QUSHOC,0,1,-0.2207,-0.09907,0.12163,5.5633
QUSZOV,0,1,-0.20268,-0.11651,0.08617,9.6679
QUTZOW,1,1,-0.28605,-0.16166,0.12439,6.1644
QUXNAZ,0,1,-0.18297,-0.09015,0.09282,0.0028
QUXTOU,1,1,-0.28487,-0.17285,0.11202,4.1806
RABYAQ,1,1,-0.30853,-0.20552,0.10301,5.5769
RAFZOO,1,1,-0.28739,-0.19663,0.09076,4.765
RAJHIU,1,1,-0.32266,-0.1803,0.14236,8.6032
RAJHOA,1,1,-0.3267,-0.17464,0.15206,6.816
RAKNOH,0,1,-0.1865,-0.0744,0.1121,8.0854
RAKNUN,1,1,-0.29872,-0.16464,0.13408,2.6206
RALYOU,0,1,-0.17282,-0.08532,0.0875,2.0667
RAMHUL,0,1,-0.16551,-0.06648,0.09903,5.0061
RAMJAT,0,1,-0.16574,-0.04533,0.12041,0.5895
RANRAB,0,1,-0.17384,-0.08112,0.09272,2.8541
RAPBOB,1,1,-0.31778,-0.18664,0.13114,15.2595
RAPDUJ,0,1,-0.21878,-0.16988,0.0489,4.8576
RAPTUX,0,1,-0.20824,-0.08277,0.12547,2.4198
RAPYEO,1,1,-0.29122,-0.19184,0.09938,9.4658
RAQKIE,1,1,-0.24764,-0.21312,0.03452,10.7823
RARPIK,0,1,-0.17962,-0.08581,0.09381,4.4457
RARQOR,0,1,-0.1461,-0.09308,0.05302,8.5264
RAVROY,1,1,-0.27475,-0.17469,0.10006,12.3592
RAVSAL,0,1,-0.18241,-0.06414,0.11827,8.3466
RAXDUR,1,1,-0.33573,-0.23696,0.09877,8.0055
RAXFAZ,1,1,-0.33573,-0.23696,0.09877,8.005
RAYNOX,0,1,-0.18073,-0.07576,0.10497,2.7802
RAYPAL,0,1,-0.17659,-0.07518,0.10141,3.3676
RAYPUF,0,1,-0.16737,-0.08093,0.08644,5.3366
RAYQEQ,0,1,-0.1889,-0.0943,0.0946,8.9931
RAYQOA,0,1,-0.17972,-0.08491,0.09481,5.5357
RAYRAN,0,1,-0.17766,-0.07337,0.10429,4.5397
RAZHOS,0,1,-0.17851,-0.09242,0.08609,9.2925
RAZHUY,1,1,-0.29583,-0.20415,0.09168,4.0196
RECXON,0,1,-0.20853,-0.0896,0.11893,8.3469
RECXUU,0,1,-0.18967,-0.10945,0.08022,6.1734
REFPOH,0,1,-0.17957,-0.09186,0.08771,0.5051
REFSOM,0,1,-0.16632,-0.0878,0.07852,6.5678
REGPOL,0,1,-0.19121,-0.04315,0.14806,8.1876
REJCEQ,0,1,-0.1776,-0.06545,0.11215,3.963
REJCIU,0,1,-0.17862,-0.07205,0.10657,2.0456
REJCOA,0,1,-0.16138,-0.09219,0.06919,0.0018
REMBAN,1,1,-0.29382,-0.20166,0.09216,4.2179
REMXEO,0,1,-0.17864,-0.07315,0.10549,3.6763
RENJUQ,1,1,-0.29203,-0.2024,0.08963,6.2373
RENKUS,0,1,-0.18471,-0.13001,0.0547,21.9162
REPTAJ,0,1,-0.18977,-0.10461,0.08516,0.0393
REQCIC,1,1,-0.27074,-0.17946,0.09128,4.3623
REQCOI,1,1,-0.31261,-0.15469,0.15792,0.1504
RESNEK,1,1,-0.2978,-0.16705,0.13075,6.4453
RESNIO,1,1,-0.3003,-0.17424,0.12606,6.9447
RESXUI,0,1,-0.16831,-0.08129,0.08702,4.2807
RETHUW,1,1,-0.31759,-0.22668,0.09091,5.4861
REVMEL,0,1,-0.21358,-0.11888,0.0947,0.03
REVRAN,0,1,-0.17808,-0.09041,0.08767,3.7339
REWDII,1,1,-0.29894,-0.19844,0.1005,14.0306
REXMEP,0,1,-0.20757,-0.09142,0.11615,10.6877
REXMIT,0,1,-0.20767,-0.09138,0.11629,10.6684
REXNUG,0,1,-0.19385,-0.09608,0.09777,10.8033
REXPAO,0,1,-0.19411,-0.09841,0.0957,11.8163
REXPES,0,1,-0.19086,-0.09603,0.09483,11.7749
REXZEC,0,1,-0.20077,-0.10453,0.09624,11.9555
REYFEG,0,1,-0.18331,-0.1428,0.04051,0.0204
REYVOH,0,1,-0.18174,-0.10201,0.07973,11.3933
REZZII,0,1,-0.18027,-0.10923,0.07104,9.503
RIBDOX,0,1,-0.16548,-0.06476,0.10072,2.9907
RIBXAE,0,1,-0.20008,-0.1215,0.07858,4.348
RIDKAR,0,1,-0.17014,-0.08874,0.0814,0.1329
RIDKEV,0,1,-0.17175,-0.08806,0.08369,0.0614
RIGBEQ,0,1,-0.19356,-0.05691,0.13665,9.6282
RIGCAN,0,1,-0.20036,-0.06255,0.13781,9.1927
RIGCER,0,1,-0.19371,-0.05555,0.13816,9.098
RIGFET,0,1,-0.19341,-0.10458,0.08883,0.0007
RIGWUC,0,1,-0.18206,-0.09166,0.0904,0.2128
RIHFAR,0,1,-0.21069,-0.09905,0.11164,8.9495
RIHNEE,0,1,-0.19798,-0.08446,0.11352,5.1278
RIHVOT,0,1,-0.16961,-0.08005,0.08956,0.5831
RIHWAG,0,1,-0.17443,-0.07851,0.09592,0.0125
RIHWEK,0,1,-0.16647,-0.06979,0.09668,0.0089
RIHXEL,0,1,-0.18308,-0.10739,0.07569,3.0435
RIHXOV,0,1,-0.17991,-0.10567,0.07424,4.9456
RIJMAA,0,1,-0.20895,-0.08199,0.12696,8.0911
RIJMEE,0,1,-0.21748,-0.08906,0.12842,7.7824
RILGEB,1,1,-0.29863,-0.18177,0.11686,7.8929
RIPDEA,0,1,-0.19007,-0.081,0.10907,11.5889
RIPJEF,0,1,-0.21732,-0.09631,0.12101,11.6904
RIPJIJ,0,1,-0.2146,-0.09423,0.12037,11.1255
RIPPUC,1,1,-0.30628,-0.13778,0.1685,2.7851
RIQJUW,0,1,-0.1767,-0.09143,0.08527,0.7034
RIQKAD,0,1,-0.16908,-0.08515,0.08393,4.5112
RIRKOV,0,1,-0.18739,-0.09027,0.09712,0.0013
RISKUC,0,1,-0.17748,-0.09304,0.08444,12.3463
RISLAI,1,1,-0.2706,-0.17713,0.09347,2.9008
RISLAJ,0,1,-0.17005,-0.09858,0.07147,13.5979
RISLEN,0,1,-0.17588,-0.1011,0.07478,8.6972
RISLIR,0,1,-0.18103,-0.10587,0.07516,12.7807
RISZUO,0,1,-0.15294,-0.07383,0.07911,10.4138
RITHUZ,0,1,-0.20164,-0.09216,0.10948,6.292
RITJAH,0,1,-0.19236,-0.09001,0.10235,6.6862
RITKAJ,0,1,-0.18744,-0.11214,0.0753,8.3971
RITKEK,1,1,-0.33078,-0.22579,0.10499,9.8076
RITKEN,0,1,-0.19659,-0.11757,0.07902,7.6153
RITVEX,0,1,-0.16731,-0.09605,0.07126,8.992
RITVIB,0,1,-0.17329,-0.08347,0.08982,9.9077
RITVOH,0,1,-0.19347,-0.08828,0.10519,8.813
RITVUN,0,1,-0.17356,-0.0906,0.08296,9.2659
RIVFIL,0,1,-0.2176,-0.16311,0.05449,1.2057
RIVFOR,0,1,-0.19987,-0.12503,0.07484,8.7109
RIVGAG,0,1,-0.17409,-0.09542,0.07867,8.8165
RIVNAL,0,1,-0.20206,-0.11671,0.08535,6.056
RIVNOB,0,1,-0.19339,-0.07381,0.11958,2.7748
RIVNUH,0,1,-0.19282,-0.07316,0.11966,2.728
RIVPAP,0,1,-0.19076,-0.08014,0.11062,2.4168
RIVPET,0,1,-0.19182,-0.07879,0.11303,2.557
RIVWID,0,1,-0.20606,-0.08984,0.11622,2.9027
RIVZUU,0,1,-0.21162,-0.11221,0.09941,10.7918
RIWWEB,0,1,-0.19098,-0.10461,0.08637,8.816
RIYZOO,0,1,-0.1717,-0.05724,0.11446,7.3662
RIYZUU,0,1,-0.17645,-0.08429,0.09216,9.6803
RIZCAH,0,1,-0.14158,-0.09994,0.04164,11.5643
RIZRIC,1,1,-0.3231,-0.19394,0.12916,8.7808
ROBFAR,0,1,-0.17111,-0.07426,0.09685,10.1211
ROBFIZ,0,1,-0.16772,-0.07289,0.09483,12.2463
ROCMIH,1,1,-0.32084,-0.20972,0.11112,1.1419
ROCYOY,1,1,-0.27983,-0.17659,0.10324,5.4761
ROCZAN,0,1,-0.18904,-0.09153,0.09751,0.0009
RODWIS,0,1,-0.15891,-0.11667,0.04224,2.3828
RODZES,0,1,-0.19273,-0.06837,0.12436,5.24
ROGGUP,0,1,-0.1964,-0.12361,0.07279,15.1673
ROGXUH,0,1,-0.19747,-0.10483,0.09264,11.1739
ROGYAO,0,1,-0.19914,-0.10472,0.09442,11.0569
ROGYES,0,1,-0.20164,-0.09093,0.11071,5.6356
ROGYIW,0,1,-0.19275,-0.10497,0.08778,10.9876
ROHCEY,0,1,-0.2033,-0.03095,0.17235,8.5836
ROHCIC,0,1,-0.20631,-0.03504,0.17127,8.9731
ROHCOI,0,1,-0.20939,-0.03325,0.17614,9.5064
ROHDAV,0,1,-0.23115,-0.10426,0.12689,9.4618
ROHDID,0,1,-0.22205,-0.09216,0.12989,9.9872
ROHDOJ,0,1,-0.23281,-0.10599,0.12682,9.565
ROJFAX,1,1,-0.2486,-0.19381,0.05479,18.1999
ROJKUX,0,1,-0.16174,-0.04672,0.11502,4.5556
ROJQOY,0,1,-0.17912,-0.08775,0.09137,2.1291
ROKKAF,0,1,-0.198,-0.10601,0.09199,0.0324
ROKSIV,0,1,-0.16513,-0.09686,0.06827,4.4169
ROKXIB,0,1,-0.16736,-0.09048,0.07688,1.147
ROPSOG,1,1,-0.32228,-0.21126,0.11102,6.7429
ROSLOC,0,1,-0.16081,-0.05065,0.11016,6.2731
ROSLUI,0,1,-0.16,-0.05044,0.10956,7.8262
ROSMAP,0,1,-0.159,-0.05306,0.10594,8.734
ROSSUQ,0,1,-0.1803,-0.04571,0.13459,0.0073
ROSTAX,0,1,-0.1838,-0.09248,0.09132,5.3881
RUCKOQ,1,1,-0.26737,-0.17094,0.09643,2.6042
RUCKUW,1,1,-0.2664,-0.16818,0.09822,2.9599
RUDMOT,0,1,-0.19494,-0.07564,0.1193,9.0032
RUDVIX,0,1,-0.19264,-0.07461,0.11803,2.2654
RUFMUC,0,1,-0.18814,-0.09557,0.09257,4.7549
RUHRAO,0,1,-0.18287,-0.08725,0.09562,4.9496
RUHVUN,1,1,-0.27675,-0.1857,0.09105,1.9564
RUJGEJ,0,1,-0.20708,-0.14223,0.06485,13.6779
RUJSIA,0,1,-0.20034,-0.08762,0.11272,8.3926
RUKJIS,0,1,-0.2006,-0.04483,0.15577,10.7277
RUKMEP,1,1,-0.27057,-0.19335,0.07722,4.8794
RUKVAU,1,1,-0.28518,-0.20374,0.08144,1.6354
RULKOZ,0,1,-0.19296,-0.07168,0.12128,2.8783
RUMWED,1,1,-0.28035,-0.18419,0.09616,7.1526
RUQKAQ,0,1,-0.18737,-0.08906,0.09831,6.6265
RUQXIL,0,1,-0.19257,-0.07584,0.11673,5.8938
RURTII,0,1,-0.19387,-0.08036,0.11351,7.0715
RUSKOH,0,1,-0.19798,-0.09192,0.10606,2.4513
RUSVUY,1,1,-0.27071,-0.18075,0.08996,9.3092
RUTJEW,0,1,-0.19514,-0.09667,0.09847,13.2487
RUTNUP,0,1,-0.17742,-0.08514,0.09228,1.1535
RUTPOL,0,1,-0.17195,-0.16441,0.00754,4.8292
RUTQIG,0,1,-0.17445,-0.08384,0.09061,0.9583
RUTRAZ,0,1,-0.16748,-0.15694,0.01054,13.0369
RUWJAV,0,1,-0.18101,-0.08038,0.10063,0.2804
RUWJEZ,0,1,-0.18231,-0.08017,0.10214,0.0839
RUWJID,0,1,-0.16619,-0.08028,0.08591,0.4821
SABGAE,1,1,-0.32936,-0.22541,0.10395,10.5499
SABQUI,0,1,-0.1695,-0.1025,0.067,6.046
SACLUG,0,1,-0.17715,-0.09621,0.08094,1.7347
SACMAN,0,1,-0.18205,-0.09987,0.08218,4.0747
SACMIV,0,1,-0.17233,-0.09567,0.07666,3.1063
SACQIZ,0,1,-0.19148,-0.02082,0.17066,0.0018
SACTEY,1,1,-0.23554,-0.18228,0.05326,16.776
SACTIC,1,1,-0.23415,-0.18089,0.05326,17.5747
SACTUO,1,1,-0.24471,-0.18437,0.06034,24.1746
SAFHOY,0,1,-0.16477,-0.06677,0.098,5.5403
SAHHIT,1,1,-0.28028,-0.20552,0.07476,4.1817
SAJCEM,0,1,-0.23757,-0.07853,0.15904,13.9384
SAJTUT,0,1,-0.20236,-0.13029,0.07207,11.5562
SAJVAB,0,1,-0.20456,-0.13643,0.06813,9.5863
SAJVEF,0,1,-0.20363,-0.13329,0.07034,8.9439
SAJVIJ,0,1,-0.20421,-0.13485,0.06936,9.0383
SAKBUC,0,1,-0.15621,-0.08885,0.06736,10.6091
SALHAR,1,1,-0.31035,-0.20548,0.10487,7.6982
SALHEV,1,1,-0.30925,-0.19006,0.11919,7.3285
SALHIZ,1,1,-0.31032,-0.20179,0.10853,10.3648
SALJUN,1,1,-0.30475,-0.19584,0.10891,8.411
SALVAD,0,1,-0.20352,-0.00725,0.19627,2.0457
SAMDEQ,0,1,-0.18804,-0.0944,0.09364,7.7413
SAQMED,0,1,-0.2018,-0.12249,0.07931,5.5581
SAQMIH,0,1,-0.18495,-0.11536,0.06959,8.1928
SAQXEQ,1,1,-0.28521,-0.17318,0.11203,3.354
SAQXIU,1,1,-0.28725,-0.1874,0.09985,7.2999
SARRUZ,0,1,-0.19511,-0.09419,0.10092,5.1696
SASYUI,1,1,-0.28724,-0.1971,0.09014,8.3997
SASZET,1,1,-0.28554,-0.1944,0.09114,8.7366
SASZIX,1,1,-0.28741,-0.19098,0.09643,8.8077
SASZOD,1,1,-0.28828,-0.19586,0.09242,9.0093
SASZUJ,1,1,-0.28703,-0.19494,0.09209,8.6241
SATBAS,1,1,-0.28538,-0.19468,0.0907,9.0735
SATGIG,0,1,-0.20651,-0.06939,0.13712,9.9977
SATGOM,0,1,-0.21255,-0.06566,0.14689,8.2913
SATRUC,0,1,-0.18176,-0.08835,0.09341,1.5714
SATSAJ,0,1,-0.18256,-0.08825,0.09431,2.0032
SAVCOJ,1,1,-0.25775,-0.171,0.08675,1.9058
SAVCUP,1,1,-0.2691,-0.17809,0.09101,8.8082
SAVDAW,1,1,-0.2693,-0.17707,0.09223,4.8788
